sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
2,149,"Exchange",6703,"local bytes read",75,441,1014,132513,"size","187,212"
2,149,"Exchange",6704,"fetch wait time",0,0,169,5972,"timing","187,212"
2,149,"Exchange",6705,"records read",537,577,1237,500000,"sum","187,212"
2,149,"Exchange",6714,"remote reqs duration",254,6328,13411,5213139,"timing","187,212"
2,149,"Exchange",6716,"shuffle bytes written",50548,52357,54078,20983593,"size","187,212"
2,149,"Exchange",6717,"shuffle records written",1248,1248,1252,500000,"sum","187,212"
2,149,"Exchange",6718,"shuffle write time",2015609,21364232,1894365594,8545731616,"nsTiming","187,212"
2,150,"WholeStageCodegen (10)",6719,"duration",317,602,9399,266743,"timing","187"
2,151,"Filter",6720,"number of output rows",1248,1248,1252,500000,"sum","187"
2,152,"ColumnarToRow",6721,"number of output rows",1248,1248,1252,500000,"sum","187"
2,152,"ColumnarToRow",6722,"number of input batches",2,2,2,800,"sum","187"
2,153,"Scan parquet spark_catalog.demo_pauldefusco.merchants_skewed",6003,"number of output rows",1248,1248,1252,500000,"sum","187"
2,153,"Scan parquet spark_catalog.demo_pauldefusco.merchants_skewed",6004,"scan time",315,599,9397,265645,"timing","187"
2,153,"Scan parquet spark_catalog.demo_pauldefusco.merchants_skewed",6005,"number of files read",800,800,800,800,"sum","187"
